Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps,pair_similarity,pp,mps_pp,mcs
164,4,C(O)(=O)C1=CC=C([C@](O)(C)CCCC(C)=C)C(O)=C1,287.1239929,CCMSLIB00009976970,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,11,0.866249227,0.070967742,11,0.4857142857142857
3082,54,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(CCC2)C(=O)N/1)(C)C,350.1861877,CCMSLIB00009971937,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C,43,0.367758046,0.682539683,43,0.35555555555555557
1889,45,CC(O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C)=O,457.293396,CCMSLIB00000852717,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@]4(C)O\C5=C(/C[C@@H]34)C(=O)\C=C(C)/O5)C1(C)C,35,0.975797351,0.714285714,35,0.2909090909090909
374,7,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3CCO4)=CC=1O2)=O,327.0853577,CCMSLIB00010108961,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,6,0.603383056,0.162162162,6,0.7241379310344828
459,9,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3)O)C4=O)OC)O[C@@]1([H])OCC2,327.0848999,CCMSLIB00010108961,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5,0.852707249,0.208333333,5,0.6129032258064516
1496,33,CC(C1=C2C(CO3)(C(C(O)=C4C5=C6C(C)=CC(O)=C5C(OC4)=O)=C6O7)C7(CC1=O)O)=CC(O)=C2C3=O,491.0977783,CCMSLIB00000851092,CC/1=C2/C(C3OC(=O)C(C[S+](O)([O-])=O)C3C(C1)OC(=O)CC4=CC=C(O)C=C4)\C(=C/C2=O)CO,7,0.317081888,0.179487179,7,0.6122448979591837
3125,58,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C)=O)O)C)C,383.1839294,CCMSLIB00000855714,CC[C@H](C)\C=C(C)\C=C\C1=C\C\2=C\C(=O)[C@]3(C)OC(=O)[C@H]([C@@H]3C2=C/O1)C(C)=O,15,0.5361399,0.6,15,0.4146341463414634
3099,57,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C(OC)OC)=O)O)C)C,443.2061462,CCMSLIB00005719924,CCCCCC1=CC(=O)C=C(OC)C21C(=O)Oc1c2c(c(c(c1)O)C(=O)O)CCCCC,5,0.28780497,0.333333333,5,0.40425531914893614
3714,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,CCMSLIB00005742538,OC1COC(O)(CNC(CCC(O)=O)C(=O)NC(CC2=CC=CC=C2)C(O)=O)C(O)C1O,13,0.624957366,0.062801932,13,0.5434782608695652
3149,59,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/CC(C)O)=O)O)C)C,427.2095947,CCMSLIB00000848033,CCCCCC1=CC2=CC(O)=CC(OC3=C(O)C=C(O)C=C3CCCCC)=C2C(=O)O1,7,0.313018112,0.538461538,7,0.4222222222222222
4613,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CCMSLIB00000848932,COC(=O)C1=C(C(=O)C2=C(O)C=C(C)C=C2O)C(O)=CC(OC)=C1,10,0.897082466,0.666666667,10,0.7857142857142857
188,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CCMSLIB00005721075,O=C1C2=C(C=C(O[C@]3(C)O[C@H]4CCC3)C4=C2O)C(C5=CC(O)=CC(OC)=C51)=O,9,0.954343288,0.529411765,9,1.0
3222,63,CCC[C@@H]1O[C@](C)2[C@@](OC(C3C2=CC(OC)=C(OC)C=3O)=O)(C)C1,309.1341248,CCMSLIB00005722306,COC1=CC(OC)=C2C(=O)OC(CC(O)CC(C)O)=CC2=C1,44,0.450817263,0.468085106,44,0.75
3267,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CCMSLIB00010116150,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C,22,0.51133541,0.23655914,22,0.7
1301,17,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,399.177887,CCMSLIB00009944505,O=C(OC)C=1C(O)=C2C=CC=CC2=C3OC(C=CC31)(C)C,25,0.303393459,0.625,25,0.5294117647058824
3201,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CCMSLIB00009938798,O=C1C2=C(O)C(=C(O)C=C2OC3=CC(O)=C(O)C(=C13)CC=C(C)C)CC=C(C)C,52,0.443877359,0.329113924,52,0.47619047619047616
4194,88,O=C([C@](O)(C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,362.1495056,CCMSLIB00009945932,,5,0.363628892,0.208333333,5,
